extern_id,name,addr,tel,region,location,access,budget,shop_type,cuisine_type,station,adjusted_addr,latitude,longitude,rating
27458,銀座ライオン　札幌パセオ店,札幌市北区北６条西４－３－１　札幌駅パセオ地下街,011-213-5751,北海道,札幌（札幌駅・大通）,札幌駅直結,"2,500円(通常平均)3,500円(宴会平均)900円(ランチ平均)",居酒屋,洋食全般,さっぽろ/札幌,札幌市北区北6条西4-3-1,43.0688226,141.3493514,
27471,宮崎県日南市　塚田農場　上野店,台東区上野２-12－23　Ｕ－ＯＮＥビル4Ｆ,050-5815-1191,東京都,上野・御徒町・浅草,上野駅徒歩（不忍口・広小路口）3分／京成上野駅2分／上野広小路駅徒歩2分／御徒町駅徒歩4分,3500円,居酒屋,焼き鳥・鶏料理,上野/上野広小路/御徒町,台東区上野2-12-23,35.7096987,139.7728184,
27473,蒲田　個室居酒屋　美食Ｄining　風,大田区西蒲田７-4-6シティ蒲田 B1F,050-5816-1058,東京都,蒲田・大森・大田区,JR蒲田駅西口徒歩2分工学院通り東急多摩川線、東急池上線蒲田駅徒歩3分　工学院通り京急蒲田駅　徒歩18分,通常平均：3500円／宴会平均：4500円,居酒屋,和風創作料理,蒲田/京急蒲田/蓮沼,大田区西蒲田7-4-6,35.5639509,139.7159843,
27483,うえすたん西新店,福岡市早良区西新５－８－２９,092-832-7377,福岡県,西新・姪浜・その他西エリア,地下鉄空港線（1号線）西新駅徒歩5分,ランチ1000円／ディナー1000円～2000円,洋食,ステーキ,西新/藤崎,福岡市早良区西新5-8-29,33.5818937,130.3559219,
27497,韓国家庭料理　ハヌリ　恵比寿店,渋谷区恵比寿南２－３－１３　山燃ビル２Ｆ,050-5815-8075,東京都,恵比寿・中目黒・代官山・広尾,JR恵比寿駅西口　徒歩3分／地下鉄日比谷線恵比寿駅5番出口　徒歩1分　,3500円,焼肉・韓国料理,韓国料理,恵比寿,渋谷区恵比寿南2-3-13,35.6455266,139.7072925,
27498,牛タン　圭助　渋谷明治通り　【博多もつ鍋 食べ放題 個室居酒屋】,渋谷区渋谷３－１５－５　グリームビルＢ１Ｆ,050-5815-7889,東京都,渋谷,JR渋谷駅東口　徒歩５分/JR渋谷駅新南口　徒歩３分,3200円,居酒屋,鍋料理,渋谷,渋谷区渋谷3-15-5,35.6556115,139.7058812,
27500,美々卯　JRセントラルタワーズ,名古屋市中村区名駅１－１－４　JRセントラルタワーズ（タワーズプラザ）13階,050-5834-0409,愛知県,名古屋（名古屋駅/西区/中村区）,JR名古屋駅すぐ　JRセントラルタワーズレストラン街13階,"3,500円（通常平均）　1,500円（ランチ平均）",和食,すき焼き,名古屋,名古屋市中村区名駅1-1-4,35.1707166,136.8825448,
27508,八丁蔵 &nbsp;両替町店,静岡市葵区両替町２－５－９　黒川ビル１Ｆ,054-253-1432,静岡県,静岡駅周辺・葵区・駿河区,呉服町通りと両替町通りの間の通り,4000円,居酒屋,和風創作料理,静岡/新静岡,静岡市葵区両替町2-5-9,34.9732984,138.3838540,
27514,ダーツカフェTiTO＋PLUS西通り店(9月23日～改装工事。11月始めリニューアルＯＰＥＮ),福岡市中央区天神２－８－２２　ウエストサイド天神７Ｆ,050-5834-5528,福岡県,天神・西中洲・春吉,天神西通り沿い、カメラのキタムラ7F、西鉄グランドホテル向かい側/西鉄福岡駅より徒歩2分、地下鉄天神駅より徒歩5分,2000円～2500円,ダイニングバー,ピザ,天神/天神南/福岡,福岡市中央区天神2-8-22,33.5903296,130.3960492,
27516,イルフォルノ　マリノアシティ店,福岡市西区小戸２－１２－３０　マリノアシティ福岡ピアウォーク２Ｆ,050-5834-4146,福岡県,西新・姪浜・その他西エリア,マリノアシティ福岡2F／地下鉄姪浜駅より昭和バスで15分／天神より西鉄バスあり,2000円,イタリアン・フレンチ,イタリア料理,姪浜,福岡市西区小戸2-12-30,33.5943686,130.3227520,
27518,魚鮮水産　さかなや道場　立川北口店,立川市曙町２－３－２　高柳ビルB1F,050-5815-4593,東京都,八王子・立川・多摩・国立,JR立川駅北口徒歩2分。北口コンコースに出たら左方向、第一デパート方面に階段を下りる。そのまま進んで道の右側地下。,3500円,居酒屋,かに・えび・うに・海鮮料理,立川/立川北,立川市曙町2-3-2,35.6987576,139.4116571,
27523,ビッグエコー　阿佐ヶ谷駅前店,杉並区阿佐谷南２－１５－２－４Ｆ,050-5815-0278,東京都,中野・高円寺・阿佐ヶ谷,JR中央線阿佐ヶ谷駅南口　徒歩30秒,1800円,カラオケ・パーティ,洋食全般,阿佐ヶ谷/南阿佐ヶ谷,杉並区阿佐谷南2-15-2,35.7044096,139.6368599,
27527,戦艦CREA,福岡市中央区今泉１－１３－５ＵＭＩＢＥ今泉ビル４Ｆ,092-716-6397,福岡県,大名・今泉・警固,アクセス便利な☆天神LOFT裏☆西鉄福岡駅南口より徒歩3分!!今、人気の今泉♪,2580円～4800円,ダイニングバー,洋食全般,天神/天神南/福岡,福岡市中央区今泉1-13-5,33.5861384,130.4002684,
27530,ハミングバード　一番町店,仙台市青葉区一番町４－３－２２　スマイルホテル（旧ホテルユニバース）２Ｆ,050-5834-7268,宮城県,仙台（仙台市中心部）,地下鉄南北線広瀬通駅より徒歩3分／地下鉄南北線勾当台公園駅より徒歩5分,2300円,イタリアン・フレンチ,イタリア料理,勾当台公園/広瀬通,仙台市青葉区一番町4-3-22,38.2633600,140.8706697,
27533,おっけい　堀之内店,八王子市堀之内３－３３－８サンドリヨン１F,050-5841-0979,東京都,八王子・立川・多摩・国立,京王堀之内徒歩1分,3000円/宴会コース1890円～/2H飲み放題1470円～,居酒屋,焼き鳥・鶏料理,京王堀之内,八王子市堀之内3-33-8,35.6262096,139.4012613,
27539,銑　－ずく－,名古屋市中村区名駅３－１７－２４,050-5841-0825,愛知県,名古屋（名古屋駅/西区/中村区）,全線名古屋駅ユニモール4番出口徒歩3分,3500円,居酒屋,鉄板焼き,名古屋,名古屋市中村区名駅3-17-24,35.1732468,136.8860278,
27541,てつまる,名古屋市中区栄３-１１-５,050-5831-0253,愛知県,栄(ミナミ)/矢場町/大須/上前津,地下鉄栄８番出口徒歩４分／地下鉄伏見５番出口徒歩５分／地下鉄矢場町６番出口徒歩５分,2500円,居酒屋,お好み焼き・もんじゃ,栄/伏見/矢場町,名古屋市中区栄3-11-5,35.1664122,136.9029569,
27546,Lollapalooza　ロラパルーザ,仙台市青葉区一番町４－４－４　三桝ビル２Ｆ,050-5834-7269,宮城県,仙台（仙台市中心部）,地下鉄南北線広瀬通駅より徒歩5分、虎屋横丁入ってすぐ、いたがき斜め向かい,2300円,ダイニングバー,洋風創作料理,広瀬通,仙台市青葉区一番町4-4-4,38.2642655,140.8709919,
27555,亜門　‐仙台うまいもん　個室居酒屋‐,仙台市青葉区国分町２－１－３　エーラクフレンディアビル２Ｆ,050-5834-7159,宮城県,仙台（仙台市中心部）,地下鉄南北線広瀬通駅より徒歩5分、国分町エーラクビル２Ｆ,3500円,居酒屋,和風創作料理,あおば通/仙台/広瀬通,仙台市青葉区国分町2-1-3,38.2624712,140.8702337,
27560,KINGYOの庭　‐金魚の庭‐【きんぎょのにわ】,仙台市青葉区中央１－１０－２３　大成GSビルディング５Ｆ,022-224-8887,宮城県,仙台（仙台市中心部）,終電も逃さない☆仙台駅徒歩1分、さくら野向かい,3500円,創作料理,和風創作料理,仙台,仙台市青葉区中央1-10-23,38.2605411,140.8799273,
27566,Party&amp;event　isn&#39;t it? (パーティー&amp;イベントイズント・イット),仙台市青葉区一番町３－９－１３DATE　ONEビル３F,022-224-0051,宮城県,仙台（仙台市中心部）,フォーラスより徒歩1分,4000円,カラオケ・パーティ,無国籍・多国籍料理,仙台/広瀬通,仙台市青葉区一番町3-9-13,38.2612714,140.8714225,
27567,【和風ビアホール】　仙台ライオン 一番町店,仙台市青葉区一番町３－３－６－B１F　※屋上ビアガーデンは9/7で終了致します。,050-5815-8616,宮城県,仙台（仙台市中心部）,JR仙石線あおば通駅より徒歩5分／地下鉄南北線広瀬通駅より徒歩7分,3000円,和食,しゃぶしゃぶ,あおば通/仙台/広瀬通,仙台市青葉区一番町3-3-6,38.2597854,140.8713448,
27569,リポーゾ銀座　カフェ＆バール,中央区銀座２－６－７　明治屋銀座ビルＢ１,050-5815-6433,東京都,銀座・有楽町・新橋・築地・月島,地下鉄有楽町線銀座一丁目駅　8番出口　徒歩1分　　地下鉄銀座駅　A9出口　徒歩3分,昼1000円　夜（通常）3500円（宴会）4500円,イタリアン・フレンチ,イタリア料理,銀座/銀座一丁目/有楽町,中央区銀座2-6-7,35.6734695,139.7670949,
27581,別邸　きときと,名古屋市中区栄１－７－７,050-5816-8799,愛知県,栄(ｷﾀ)/錦/伏見/丸の内/泉/東桜,地下鉄伏見駅7番出口徒歩3分,夜7000円/ランチ1500円,和食,かに・えび・うに・海鮮料理,大須観音/伏見/丸の内,名古屋市中区栄1-7-7,35.1672396,136.8956798,
27587,アカチチ,福岡市中央区警固２－１６－１０－１F,050-5834-2828,福岡県,大名・今泉・警固,警固町バス停徒歩3分/警固本通り・サニーの斜め向かい,2500～3000円,居酒屋,沖縄料理,赤坂/桜坂/薬院,福岡市中央区警固2-16-10,33.5836136,130.3895970,
27588,ぜんぶ個室な創作居酒屋　てん関内店,横浜市中区伊勢佐木町１－３－１第一イセビル２Ｆ,050-5816-2332,神奈川県,桜木町みなとみらい･関内･中華街,JR関内駅徒歩30秒　伊勢佐木モール入口左すぐ,3000円,居酒屋,和風創作料理,関内/桜木町/日ノ出町,横浜市中区伊勢佐木町1-3-1,35.4453409,139.6337091,
27592,ItalianDining　Hermitage,広島市中区袋町６－４２－３F（１Fセブン）,050-5834-5341,広島県,広島市（広島市中心部）,広島電鉄宇品線本通電停下車、徒歩3分。又は、広島電鉄市内線紙屋町東電停下車、徒歩3分。,3000円,ダイニングバー,イタリア料理,紙屋町東/立町/本通,広島市中区袋町6-42-3,34.3922218,132.4584450,
27594,バンケットルーム赤坂　HITOTSUGI,港区赤坂４－２－３　ディアシティ赤坂一ツ木館２Ｆ,050-5815-3287,東京都,赤坂・六本木・麻布十番・西麻布,地下鉄赤坂見附駅徒歩3分/赤坂駅徒歩4分,4500円,カラオケ・パーティ,イタリア料理,赤坂/赤坂見附/永田町,港区赤坂4-2-3,35.6760210,139.7356611,
27600,産直・手刺し・炭焼き居酒屋　やきとり本舗,相模原市中央区相模原３－３－９・２Ｆ,050-5816-3808,神奈川県,厚木・相模原・大和・海老名,「相模原」駅より徒歩3分,2800円,居酒屋,串焼き・串揚げ,相模原/橋本/矢部,相模原市中央区相模原3-3-9,35.5791080,139.3721931,
27605,Welcome to the Moon,仙台市泉区泉中央１－１９－７泉中央２番館２F,022-771-6755,宮城県,青葉・泉・太白区・宮城野・若林,仙台市営地下鉄南北線泉中央駅　徒歩3分,2500円,ダイニングバー,洋食全般,泉中央,仙台市泉区泉中央1-19-7,38.3246641,140.8787403,
27608,カフェ・ダイニング　NORUDO （ノルド）　,仙台市青葉区国分町２－１０－７　金英堂ビル３Ｆ,050-5834-6412,宮城県,仙台（仙台市中心部）,地下鉄南北線広瀬通駅より徒歩7分　,2500円,ダイニングバー,洋風創作料理,勾当台公園/広瀬通,仙台市青葉区国分町2-10-7,38.2634572,140.8697670,
27611,シダックス　仙台広瀬通りクラブ,仙台市青葉区一番町４－２－３,050-5834-6520,宮城県,仙台（仙台市中心部）,仙台市営南北線広瀬通駅西５番出口より徒歩1分,2000円,カラオケ・パーティ,,広瀬通,仙台市青葉区一番町4-2-3,38.2628323,140.8719946,
27613,焼肉屋　ローズガーデン,仙台市青葉区国分町２－８－１２KビルB１F,022-267-1710,宮城県,仙台（仙台市中心部）,フォーラスより徒歩5分晩翠通沿い　ドンキホーテ斜め向かい,1500～2000円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,勾当台公園,仙台市青葉区国分町2-8-12,38.2635794,140.8675700,
27615,宴酒場　ちゃきちゃき　栄店,名古屋市中区栄４－１－８　サンシティービルB１F,050-5816-9032,愛知県,栄(ミナミ)/矢場町/大須/上前津,地下鉄栄駅12番出口徒歩1分（中区役所地下1階）,2500円,居酒屋,和食全般,栄/栄町,名古屋市中区栄4-1-8,35.1686066,136.9101562,
27620,NB CLUB　エヌビークラブ,中央区銀座８－５－６　並木通り　中島商事ビルＢ２,050-5815-5786,東京都,銀座・有楽町・新橋・築地・月島,JR新橋駅銀座口より徒歩5分／地下鉄新橋駅３番出口より徒歩3分／地下鉄銀座駅B6出口より徒歩5分,５000円,イタリアン・フレンチ,イタリア料理,銀座/新橋,中央区銀座8-5-6,35.6689670,139.7604094,
27630,都内唯一タコライス専門店　『ハモニカ・クイナ』,武蔵野市吉祥寺本町１-1-8　ハモニカ横丁内,050-5816-3826,東京都,吉祥寺・荻窪・三鷹,吉祥寺駅中央口徒歩1分,600円～800円,カフェ・スイーツ,沖縄料理,吉祥寺,武蔵野市吉祥寺本町1-1-8,35.7036168,139.5794234,
27638,monochrome*s kitchen　食事とお酒のお店　(モノクロームキッチン),福岡市中央区今泉１－１６－１７プロスペリタ今泉４Ｆ,050-5834-5137,福岡県,大名・今泉・警固,西鉄天神駅から徒歩5分,2000円～3000円,ダイニングバー,洋風創作料理,天神南/福岡/薬院,福岡市中央区今泉1-16-17,33.5856385,130.3990018,
27644,辛辛　博多店,福岡市博多区博多駅前４－２４－１　シティーハウス博多１Ｆ,092-474-0223,福岡県,博多,博多駅前4丁目バス停から徒歩5分/住吉公園そば,3000円くらい,居酒屋,韓国料理,呉服町/天神/博多,福岡市博多区博多駅前4-24-1,33.5843138,130.4169728,
27651,自．然．屋　,福岡市中央区天神３－２－８ＭＫビル２Ｆ,050-5834-5646,福岡県,天神・西中洲・春吉,地下鉄天神駅4番出口徒歩2分/天神橋口交差点（フタタのある交差点）すぐ,3000円,居酒屋,和風創作料理,天神/福岡,福岡市中央区天神3-2-8,33.5924877,130.3969186,
27658,TO THE HERBS 名古屋ラシック店,名古屋市中区栄３－６－１　ラシック７F,050-5841-6992,愛知県,栄(ミナミ)/矢場町/大須/上前津,地下鉄栄駅から徒歩3分、ラシック7F,2500円,イタリアン・フレンチ,イタリア料理,栄/矢場町,名古屋市中区栄3-6-1,35.1674678,136.9075704,
27661,THE VILLAS　（ザ　ヴィラズ）,福岡市中央区大名１-1-15　ダイヤモンドヒルズ1F,092-738-1977,福岡県,大名・今泉・警固,大名（国体道路沿い）／西鉄福岡駅より徒歩5分,－,ダイニングバー,洋食全般,赤坂/天神/福岡,福岡市中央区大名1-1-15,33.5861745,130.3958382,
27669,ゆうなぎ荘,福岡市中央区舞鶴１－８－３０　プリズモ２１－９Ｆ,092-751-6999,福岡県,天神・西中洲・春吉,地下鉄天神駅から徒歩6分　親富孝通り長浜公園前,2800円,居酒屋,鍋料理,天神/福岡,福岡市中央区舞鶴1-8-30,33.5932125,130.3944521,
27685,食べ放題1290円!!飲み放題もお得!!　こだわりのお好み焼き専門店　ばらえ亭,中野区中野５－５０－９,050-5815-8000,東京都,中野・高円寺・阿佐ヶ谷,JR中野駅北口から徒歩5分,1300円～,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,中野,中野区中野5-50-9,35.7096845,139.6667157,
27704,天神ACB（アシベ）【多目的ホール“BUZZ（バズ）”】＆カラオケ,福岡市中央区天神３－６－４　天神ACB,050-5834-5019,福岡県,天神・西中洲・春吉,ショッパーズダイエー前の渡辺通り沿いウエストとモスバーガーの間の道を舞鶴方向へ徒歩5分,2000円,カラオケ・パーティ,洋食全般,天神/福岡,福岡市中央区天神3-6-4,33.5927265,130.3959354,
27705,和味や　高砂,福岡市中央区高砂１－４－１３,092-531-3500,福岡県,薬院･平尾･大橋･その他南エリア,薬院駅より徒歩5分です。渡辺通一丁目交差点ファミリーマートの裏手です。,3000円,居酒屋,和食全般,薬院/渡辺通,福岡市中央区高砂1-4-13,33.5815668,130.4062652,
27706,夢料理　おとぎや,広島市安佐南区緑井６-１-６,082-877-8030,広島県,広島駅・横川・その他広島市内,JR七軒茶屋駅より徒歩8分,ランチ700円～/夜1000円～3500円,和食,和風創作料理,七軒茶屋,広島市安佐南区緑井6-1-6,34.4742226,132.4882917,
27707,Mixy Diner(ミクシ―ダイナ―),福岡市中央区今泉１－１８－１－１Ｆ,092-732-3098,福岡県,大名・今泉・警固,天神国体道路沿いTSUTAYAと児童会館の間を入り突き当り左折→すぐ右折→しばらく真っすぐ歩き右側1階TSUTAYAから約2分,2000円～3500円,創作料理,洋風創作料理,天神/天神南/福岡,福岡市中央区今泉1-18-1,33.5844803,130.3991768,
27710,夢創菜　我夢酒楽,福岡市中央区薬院３－１１－３０エステートモア薬院通り１Ｆ,092-526-6689,福岡県,薬院･平尾･大橋･その他南エリア,薬院四つ角すぐ/地下鉄薬院大通り駅徒歩3分,3000円,居酒屋,焼き鳥・鶏料理,薬院/薬院大通,福岡市中央区薬院3-11-30,33.5792836,130.3985825,
27714,ふぐ一期一会,福岡市博多区中洲４－１－１０,050-5828-9104,福岡県,中洲・中洲川端,那珂川沿いの春吉橋と福博であい橋の中間あたり,6000円,和食,ふぐ・てっちり,中洲川端,福岡市博多区中洲4-1-10,33.5919268,130.4066178,
27730,うまいもん家 &nbsp;頼 &nbsp;ＴＡＮＯＭＵ &nbsp;&nbsp;和食人の創作料理 &nbsp;～名物ごまサバ～ 市場直送鮮魚,福岡市博多区博多駅前３－１７－１０－１Ｆ,050-5834-2886,福岡県,博多,博多駅徒歩7分/キャナルシティから徒歩5分,3000円,居酒屋,和風創作料理,祇園/博多,福岡市博多区博多駅前3-17-10,33.5885384,130.4140673,
27732,月あかり,広島市中区大手町１-８-９,050-5834-4722,広島県,広島市（広島市中心部）,広島電鉄原爆ドーム前電停より徒歩2分/紙屋町西電停より徒歩3分,3500円,居酒屋,炉ばた焼き・炙り焼き,紙屋町西/本通,広島市中区大手町1-8-9,34.3939355,132.4553063,
27734,旬の魚と炙り焼　月○・海　香椎店,福岡市東区香椎駅前２－１４－２９,092-663-0067,福岡県,吉塚・香椎・その他東エリア,香椎駅徒歩3分（セピア通り）西日本シティー銀行隣りが月まる海です。香椎バス停の目の前。,"3,000円",居酒屋,和風創作料理,香椎,福岡市東区香椎駅前2-14-29,33.6588339,130.4403934,
27735,ぶあいそ　舞鶴店,福岡市中央区舞鶴１－３－３３,050-5834-4655,福岡県,天神・西中洲・春吉,西鉄福岡天神駅・地下鉄福岡天神駅より徒歩10分/地下鉄赤坂駅より徒歩7分/長浜公園そば,2000円～2800円,居酒屋,鍋料理,天神/福岡,福岡市中央区舞鶴1-3-33,33.5924376,130.3933494,
27739,ぶあいそ　大名店,福岡市中央区大名１－15－35　247ビル2F,050-5834-4617,福岡県,大名・今泉・警固,西通りを国体道路方面へ、西通り沿いのアディダスショップを大名方面に曲がってすぐ左のビル2Ｆ・西鉄福岡天神駅徒歩8分,2500円,居酒屋,和食全般,天神/福岡,福岡市中央区大名1-15-35,33.5872271,130.3965742,
27741,田すゞめ（でんすずめ）,福岡市南区大橋１－１５－１６,050-5841-5351,福岡県,薬院･平尾･大橋･その他南エリア,大橋駅西口より徒歩1分／きくや薬局の裏,2500円,居酒屋,和食全般,大橋,福岡市南区大橋1-15-16,33.5585750,130.4258757,
27748,プロント　博多駅大博通り店,福岡市博多区博多駅前２－１９－２７,092-461-0625,福岡県,博多,JR博多駅博多口から徒歩3分,昼500円、夜1200円,ダイニングバー,パスタ,祇園/博多,福岡市博多区博多駅前2-19-27,33.5919103,130.4165643,
27752,海鮮居酒屋　魚籠,福岡市中央区薬院１－６－５　ホワイティ薬院１Ｆ,092-751-0989,福岡県,薬院･平尾･大橋･その他南エリア,西鉄薬院徒歩2分/地下鉄薬院大通徒歩5分,5000円,居酒屋,和食全般,薬院/薬院大通,福岡市中央区薬院1-6-5,33.5824444,130.3996018,
27761,えこひいき　JR天満駅前店　全品313円均一,大阪市北区天神橋４－１０－１０　三幸ビル2F,050-5816-6786,大阪府,京橋・OBP・天神橋,●JR天満駅　徒歩3分　●地下鉄堺筋線　扇町駅　徒歩3分,2300円,居酒屋,和風創作料理,扇町/天神橋筋六丁目/天満,大阪市北区天神橋4-10-10,34.7064394,135.5110695,
27777,しゃぶ禅　仙台店,仙台市青葉区一番町３－１０－２３　ベルモーズビルB1,050-5841-0460,宮城県,仙台（仙台市中心部）,地下鉄広瀬通駅西4番出口より徒歩3分,5000円,和食,しゃぶしゃぶ,あおば通/勾当台公園/広瀬通,仙台市青葉区一番町3-10-23,38.2618435,140.8711892,
27778,カラオケ館　一番町本店,仙台市青葉区一番町３－１０－１５,022-722-1020,宮城県,仙台（仙台市中心部）,地下鉄広瀬通り駅徒歩3分,～2000円,カラオケ・パーティ,,勾当台公園/広瀬通,仙台市青葉区一番町3-10-15,38.2620740,140.8709475,
27779,ごちそう村　創夢里江,仙台市泉区泉中央４－２－４,050-5834-7162,宮城県,青葉・泉・太白区・宮城野・若林,地下鉄南北線泉中央駅　徒歩2分、セブンイレブン向い,3200円,居酒屋,かに・えび・うに・海鮮料理,泉中央,仙台市泉区泉中央4-2-4,38.3221979,140.8836149,
27783,カラオケ館　名掛丁店,仙台市青葉区中央１－７－１２,022-212-6566,宮城県,仙台（仙台市中心部）,ＪＲ仙台駅徒歩３分,2000～3000円,カラオケ・パーティ,洋食全般,仙台,仙台市青葉区中央1-7-12,38.2621215,140.8792190,
27787,旬彩居酒屋　Bange～ばんげ～,仙台市泉区泉中央１－１８－１７　ＦＥＡＤ１Ｆ,022-771-8448,宮城県,青葉・泉・太白区・宮城野・若林,地下鉄南北線泉中央駅より徒歩2分　,3200円,居酒屋,和食全般,泉中央,仙台市泉区泉中央1-18-17,38.3247586,140.8794652,
27792,Dining ＆ Music Resorts　天空　 TEN-KU,仙台市泉区泉中央１－１８－１７　ＦＥＡＤ５Ｆ,050-5834-6415,宮城県,青葉・泉・太白区・宮城野・若林,地下鉄南北線泉中央駅より徒歩2分,3000円,ダイニングバー,無国籍・多国籍料理,泉中央,仙台市泉区泉中央1-18-17,38.3247586,140.8794652,
27801,もんじゃ・お好み焼 江戸門　マリノアシティ福岡店,福岡市西区小戸２－１２－３０　マリノアシティ,050-5828-9764,福岡県,西新・姪浜・その他西エリア,地下鉄姪浜駅より昭和バス(100円)でマリノアシティへ,1000円,お好み焼き・もんじゃ・鉄板焼き,お好み焼き・もんじゃ,姪浜,福岡市西区小戸2-12-30,33.5943686,130.3227520,
27802,天天　[プライベートダイニング天天　大名店],福岡市中央区大名２－９－５－１Ｆ,092-762-1010,福岡県,大名・今泉・警固,西通りから徒歩2分／明治通り沿いオンワードビル向かい、中央区役所斜め前,3000円,居酒屋,和食全般,赤坂/天神,福岡市中央区大名2-9-5,33.5900907,130.3936855,
27803,焼肉居酒屋　牛蔵　香椎店,福岡市東区香椎駅前１－１１－１フレスタ香椎2F ,092-682-4129,福岡県,吉塚・香椎・その他東エリア,JR香椎駅ビル内（フレスタ香椎2F）,3000円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,香椎,福岡市東区香椎駅前1-11-1,33.6593533,130.4437792,
27804,天天　[プライベートダイニング天天　中洲店],福岡市博多区中洲５－５－１９－２Ｆ,092-263-1015,福岡県,中洲・中洲川端,中洲川端駅降りてすぐ、ミスドと反対方向へ。昭和通沿い。,2500円～,居酒屋,和風創作料理,中洲川端,福岡市博多区中洲5-5-19,33.5945293,130.4039291,
27810,牛繁　立川錦町店　　≪南口≫,立川市錦町１-4-24,050-5815-7264,東京都,八王子・立川・多摩・国立,JR立川駅南口徒歩5分,2800円,焼肉・韓国料理,焼肉・ホルモン・ジンギスカン,立川/立川南,立川市錦町1-4-24,35.6960802,139.4162651,
27824,CKCAFE　FUKUOKA（シーケーカフェ　フクオカ）,福岡市中央区大名１－３－３２　ラコルテ大名3Ｆ,050-5834-6100,福岡県,大名・今泉・警固,大名1丁目/天神駅徒歩5～7分,2000円～3000円,ダイニングバー,イタリア料理,天神/天神南/福岡,福岡市中央区大名1-3-32,33.5864744,130.3935272,
